file_full_path,file_base_name,parsed_designation,parsed_product_name,parsed_commercial_measure,parsed_accessory_text,parsed_line,parsed_special_label,match_count,matched_reference_id,matched_family_code,matched_reference_code,existing_isometric_asset_id,existing_isometric_path,action,notes
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Ambar COC 150X60CM.svg,Mueble inferior para cocina Ambar COC 150X60CM,NA,COC,150X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Ambar COC | 150X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Ambar COC 180x55CM.svg,Mueble inferior para cocina Ambar COC 180x55CM,NA,COC,180X55,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Ambar COC | 180X55 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Ambar COC 180x60CM.svg,Mueble inferior para cocina Ambar COC 180x60CM,NA,COC,180X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Ambar COC | 180X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Dos Constructores 210x60CM.svg,Mueble inferior para cocina Dos Constructores 210x60CM,NA,Constructores,210X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Dos Constructores | 210X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Dos Constructores COC 150x60CM.svg,Mueble inferior para cocina Dos Constructores COC 150x60CM,NA,COC,150X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Dos Constructores COC | 150X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Dos Constructores COC 180x60CM.svg,Mueble inferior para cocina Dos Constructores COC 180x60CM,NA,COC,180X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Dos Constructores COC | 180X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Geos COC 210X60CM con modulos cajones 44.8X59CM.svg,Mueble inferior para cocina Geos COC 210X60CM con modulos cajones 44.8X59CM,NA,cajones,44.8X59,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Geos COC 210X60CM con modulos cajones | 44.8X59 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Geos retail 4 puertas COC 210X60.svg,Mueble inferior para cocina Geos retail 4 puertas COC 210X60,NA,COC,210X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Geos retail 4 puertas COC | 210X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina obra Zarel COC 210X60CM.svg,Mueble inferior para cocina obra Zarel COC 210X60CM,NA,COC,210X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina obra Zarel COC | 210X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Obsi COC 150X55CM.svg,Mueble inferior para cocina Obsi COC 150X55CM,NA,COC,150X55,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Obsi COC | 150X55 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Vive COC 150CM 4 puertas.svg,Mueble inferior para cocina Vive COC 150CM 4 puertas,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Vive COC 150x55CM con espaldar.svg,Mueble inferior para cocina Vive COC 150x55CM con espaldar,NA,COC,150X55,con espaldar,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Vive COC | 150X55 | con espaldar
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Vive COC 150x55CM.svg,Mueble inferior para cocina Vive COC 150x55CM,NA,COC,150X55,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Vive COC | 150X55 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Zafiro COC 150x60CM.svg,Mueble inferior para cocina Zafiro COC 150x60CM,NA,COC,150X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Zafiro COC | 150X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Zafiro COC 180x60CM.svg,Mueble inferior para cocina Zafiro COC 180x60CM,NA,COC,180X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Zafiro COC | 180X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Zafiro Terrabonga COC 180X60.svg,Mueble inferior para cocina Zafiro Terrabonga COC 180X60,NA,COC,180X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Zafiro Terrabonga COC | 180X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior para cocina Zarel COC 150x60CM.svg,Mueble inferior para cocina Zarel COC 150x60CM,NA,COC,150X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior para cocina Zarel COC | 150X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble inferior Zarel COC 150x60.svg,Mueble inferior Zarel COC 150x60,NA,COC,150X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble inferior Zarel COC | 150X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble Kit con puertas para cocina Obra COC 150X55CM.svg,Mueble Kit con puertas para cocina Obra COC 150X55CM,NA,COC,150X55,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble Kit con puertas para cocina Obra COC | 150X55 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble kit con puertas para cocina Obra Rebanco COC 150X55CM.svg,Mueble kit con puertas para cocina Obra Rebanco COC 150X55CM,NA,COC,150X55,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble kit con puertas para cocina Obra Rebanco COC | 150X55 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble para alacena COC 60CM.svg,Mueble para alacena COC 60CM,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble para alacena COC 60x35CM.svg,Mueble para alacena COC 60x35CM,NA,COC,60X35,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble para alacena COC | 60X35 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble para barra Zafiro COC 140X60CM terrabonga.svg,Mueble para barra Zafiro COC 140X60CM terrabonga,NA,COC,140X60,terrabonga,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble para barra Zafiro COC | 140X60 | terrabonga
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superio para cocina COC Geos 210X60CM con modulo cubo 83X20CM.svg,Mueble superio para cocina COC Geos 210X60CM con modulo cubo 83X20CM,NA,cubo,83X20,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superio para cocina COC Geos 210X60CM con modulo cubo | 83X20 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Agata COC 180X60CM.svg,Mueble superior para cocina Agata COC 180X60CM,NA,COC,180X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Agata COC | 180X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Ambar COC 120CM.svg,Mueble superior para cocina Ambar COC 120CM,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Ambar COC 150CM.svg,Mueble superior para cocina Ambar COC 150CM,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Ambar COC 180CM para campana.svg,Mueble superior para cocina Ambar COC 180CM para campana,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Coral COC 180CM.svg,Mueble superior para cocina Coral COC 180CM,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Dos Constructores COC 150X60CM.svg,Mueble superior para cocina Dos Constructores COC 150X60CM,NA,COC,150X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Dos Constructores COC | 150X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Dos Constructores COC 180X60CM.svg,Mueble superior para cocina Dos Constructores COC 180X60CM,NA,COC,180X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Dos Constructores COC | 180X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Dos Constructores COC 210x60CM.svg,Mueble superior para cocina Dos Constructores COC 210x60CM,NA,COC,210X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Dos Constructores COC | 210X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Geos retail 4 puertas COC 210X60.svg,Mueble superior para cocina Geos retail 4 puertas COC 210X60,NA,COC,210X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Geos retail 4 puertas COC | 210X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Jade COC 200X60CM.svg,Mueble superior para cocina Jade COC 200X60CM,NA,COC,200X60,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Jade COC | 200X60 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Obsi COC 150X55CM.svg,Mueble superior para cocina Obsi COC 150X55CM,NA,COC,150X55,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Obsi COC | 150X55 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Zafiro COC 150CM para campana.svg,Mueble superior para cocina Zafiro COC 150CM para campana,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Zafiro COC 150CM para microondas.svg,Mueble superior para cocina Zafiro COC 150CM para microondas,,,,,,,0,,,,,,SKIP,parse_failed: expected at least 3 parts (designation/name/measure).
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Zafiro COC 180x60 para campana.svg,Mueble superior para cocina Zafiro COC 180x60 para campana,NA,COC,180X60,para campana,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Zafiro COC | 180X60 | para campana
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Zafiro COC 180x60 Para microondas.svg,Mueble superior para cocina Zafiro COC 180x60 Para microondas,NA,COC,180X60,Para microondas,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Zafiro COC | 180X60 | Para microondas
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Zafiro Terrabonga COC 180X60 para campana.svg,Mueble superior para cocina Zafiro Terrabonga COC 180X60 para campana,NA,COC,180X60,para campana,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Zafiro Terrabonga COC | 180X60 | para campana
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles COC\Mueble superior para cocina Zarel COC 150x60CM para microondas.svg,Mueble superior para cocina Zarel COC 150x60CM para microondas,NA,COC,150X60,para microondas,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble superior para cocina Zarel COC | 150X60 | para microondas
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Kit mueble elevado basico 48x38 - LVM Eco 48x38CM.svg,Kit mueble elevado basico 48x38 - LVM Eco 48x38CM,ELEVADO,basico,48X38,NA,NA,NA,3,f9c9c3f9-1ab9-4980-91f3-3ff69c2af2a2,BAN05,0119,,,WOULD_APPLY,mode=loose_base_accessory_filter; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 124X48 con manijas.svg,Mueble a piso Básico LVM 124X48 con manijas,A PISO,Básico,124X48,CON MANIJAS,NA,NA,1,93e4c896-a18c-4d0d-91e2-fa7073241753,BAN05,0061,,,WOULD_APPLY,mode=loose_base_single_accessory; would_update_refs=1; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 40X30 con manijas.svg,Mueble a piso Básico LVM 40X30 con manijas,A PISO,Básico,40X30,CON MANIJAS,NA,NA,3,186503ab-aac5-44cc-8b7b-a810296125a9,BAN05,0108,,,WOULD_APPLY,mode=loose_base_accessory_filter; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 40X30 sin manijas.svg,Mueble a piso Básico LVM 40X30 sin manijas,A PISO,Básico,40X30,NA,NA,NA,1,aa5d1a9d-5c9f-4599-9fa7-b238ad3eaa75,BAN05,0111,,,WOULD_APPLY,mode=loose_base_accessory_filter; would_update_refs=1; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 48x38 con manijas.svg,Mueble a piso Básico LVM 48x38 con manijas,A PISO,Básico,48X38,CON MANIJAS,NA,NA,2,620a9cf4-51a6-4884-a2ef-eb95a39299b4,BAN05,0002,,,WOULD_APPLY,mode=loose_base_accessory_filter; would_update_refs=2; would_overwrite_refs=2; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 48X43 con manijas.svg,Mueble a piso Básico LVM 48X43 con manijas,A PISO,Básico,48X43,CON MANIJAS,NA,NA,1,e528e938-673a-4a9d-a7be-fb81a1f71e61,BAN05,0110,,,WOULD_APPLY,mode=loose_base_single_accessory; would_update_refs=1; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 63x48 con manijas.svg,Mueble a piso Básico LVM 63x48 con manijas,A PISO,Básico,63X48,CON MANIJAS,NA,NA,3,4aa70d97-c24c-4675-8faf-88a0a7eaedc3,BAN05,0092,,,WOULD_APPLY,mode=loose_base_single_accessory; would_update_refs=3; would_overwrite_refs=3; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 63X48 manija negra.svg,Mueble a piso Básico LVM 63X48 manija negra,A PISO,Básico,63X48,manija negra,NA,NA,3,4aa70d97-c24c-4675-8faf-88a0a7eaedc3,BAN05,0092,,,WOULD_APPLY,mode=loose_base_single_accessory; would_update_refs=3; would_overwrite_refs=3; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 79x48 con manija.svg,Mueble a piso Básico LVM 79x48 con manija,A PISO,Básico,79X48,CON MANIJAS,NA,NA,2,2ca71341-4991-460c-95ec-805f98c1cb1f,BAN05,0099,,,WOULD_APPLY,mode=loose_base_single_accessory; would_update_refs=2; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso Básico LVM 94x48 con manija.svg,Mueble a piso Básico LVM 94x48 con manija,A PISO,Básico,94X48,CON MANIJAS,NA,NA,2,418e2d7c-dd01-46e9-83b3-d13fcd5c1ec6,BAN05,0101,,,WOULD_APPLY,mode=loose_base_single_accessory; would_update_refs=2; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble a piso LVM 44.5X43.5CM.svg,Mueble a piso LVM 44.5X43.5CM,A PISO,Mueble a piso LVM,44.5X43.5,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble a piso LVM | 44.5X43.5 | 
